Section,Title,Authors,Year,Cites,Source_File
5.2,"Eklemeli imalatla üretilen parçanın ikincil işlemleri, topoloji optimizasyonu ve incelenmesi",AY Özyılmaz,2025,0,group B.csv
5.2,in Shotcrete 3D Printing Through Green State,"RDH Kloft, B Sawicki¹, N Freund",2024,0,group C.csv
5.2,Physics-based particle system modeling of shotcrete process for robotic placement,"MR Yazdi Samadi, R Waspe, C Schlette",2025,0,group C.csv
Unclassified,Construction 4.0,"A Sawhney, M Riley, J Irizarry…",2020,470,group C.csv
Unclassified,BIM-enabled computerized design and digital fabrication of industrialized buildings: A case study,"R He, M Li, VJL Gan, J Ma",2021,273,group C.csv
Unclassified,Aerial additive manufacturing with multiple autonomous robots,"K Zhang, P Chermprayong, F Xiao, D Tzoumanikas…",2022,264,group C.csv
Unclassified,Interlayer reinforcement of 3D printed concrete by the in-process deposition of U-nails,"L Wang, G Ma, T Liu, R Buswell, Z Li",2021,204,group C.csv
Unclassified,"Cloud manufacturing, internet of things-assisted manufacturing and 3D printing technology: reliable tools for sustainable construction","R Singh, A Gehlot, SV Akram, LR Gupta, MK Jena…",2021,139,group A.csv
Unclassified,3D printing of curved concrete surfaces using Adaptable Membrane Formwork,"JH Lim, Y Weng, QC Pham",2020,102,group B.csv
Unclassified,Recent developments and challenges of 3D-printed construction: A review of research fronts,"R Guamán-Rivera, A Martínez-Rocamora…",2022,99,group B.csv
Unclassified,Achieving sustainability by additive manufacturing: a state-of-the-art review and perspectives,"J Su, WL Ng, J An, WY Yeong, CK Chua…",2024,83,group A.csv
Unclassified,Industrial Robot-Integrated Fused Deposition Modelling for the 3D Printing Process,"TS Senthil, M Puviyarasan, SR Babu…",2023,82,group C.csv
Unclassified,Geometric quality assurance for 3D concrete printing and hybrid construction manufacturing using a standardised test part for benchmarking capability,"R Buswell, J Xu, D De Becker, J Dobrzanski…",2022,74,group B.csv
Unclassified,Additive manufacturing by means of parametric robot programming,"T Feucht, J Lange, M Erven, CB Costanzi…",2020,64,group A.csv
Unclassified,Rotation nozzle and numerical simulation of mass distribution at corners in 3D cementitious material printing,"Z Liu, M Li, YWD Tay, Y Weng, TN Wong, MJ Tan",2020,61,group B.csv
Unclassified,3D printing in materials manufacturing industry: A realm of Industry 4.0,"TS Tamir, G Xiong, Z Shen, J Leng, Q Fang, Y Yang…",2023,57,group A.csv
Unclassified,Automation in the Construction of a 3D-Printed Concrete Wall with the Use of a Lintel Gripper,"M Hoffmann, S Skibicki, P Pankratow, A Zieliński…",2020,57,group A.csv
Unclassified,A bibliometric indicators analysis of additive manufacturing research trends from 2010 to 2020,"R Jemghili, A Ait Taleb, M Khalifa",2021,53,group B.csv
Unclassified,Fiber reinforced concrete for slabs without steel rebar reinforcement: Assessing the feasibility for 3D-printed individual houses,"NT Nguyen, TT Bui, QB Bui",2022,46,group B.csv
Unclassified,Globally continuous hybrid path for extrusion-based additive manufacturing,"L Xia, G Ma, F Wang, G Bai, YM Xie, W Xu…",2022,45,group C.csv
Unclassified,Cost analysis of various factors for geopolymer 3D printing of construction products in factories and on construction sites,"Q Munir, T Kärki",2021,43,group B.csv
Unclassified,A new concept for large additive manufacturing in construction: tower crane-based 3D printing controlled by deep reinforcement learning,"F Parisi, V Sangiorgio, N Parisi, AM Mangini…",2024,38,group A.csv
Unclassified,"Assimilation of 3D printing, Artificial Intelligence (AI) and Internet of Things (IoT) for the construction of eco-friendly intelligent homes: An explorative review","BS Alotaibi, AI Shema, AU Ibrahim, MA Abuhussain…",2024,38,group A.csv
Unclassified,Industrializing precast productions: adaptive modularized constructions made in a flux,"P Mark, G Lanza, D Lordick, A Albers…",2021,38,group A.csv
Unclassified,Simplified assessment for one-part 3D-printable geopolymer concrete based on slump and slump flow measurements,"MV Tran, TH Vu, THY Nguyen",2023,35,group B.csv
Unclassified,Extrusion nozzle shaping for improved 3DP of engineered cementitious composites (ECC/SHCC),"W McGee, TY Ng, K Yu, VC Li",2020,35,group B.csv
Unclassified,TRR 277: Additive manufacturing in construction,"H Kloft, C Gehlen, K Dörfler, N Hack…",2021,34,group A.csv
Unclassified,Concrete additive manufacturing in construction: integration based on component-related fabrication strategies,"G Placzek, P Schwerdtner",2023,33,group C.csv
Unclassified,3D printing effect on the compressive strength of concrete structures,"A Aramburu, I Calderon-Uriszar-Aldaca…",2022,32,group B.csv
Unclassified,Digital design and fabrication of clay formwork for concrete casting,"S Mozaffari, M Bruce, G Clune, R Xie, W McGee…",2023,31,group C.csv
Unclassified,Environmental profile of 3D concrete printing technology in desert areas via life cycle assessment,"RC Zhang, L Wang, X Xue, GW Ma",2023,30,group C.csv
Unclassified,Sustainability and 3D concrete printing: identifying a need for a more holistic approach to assessing environmental impacts,"K Heywood, P Nicholas",2023,29,group A.csv
Unclassified,Wet casting of multiple mix horizontally layered concrete elements,"A Brault, JM Lees",2020,29,group B.csv
Unclassified,New era towards autonomous additive manufacturing: a review of recent trends and future perspectives,"H Fan, C Liu, S Bian, C Ma, J Huang…",2025,28,group A.csv
Unclassified,Effect of coarse aggregate content on the rheological and buildability properties of 3D printable concrete,"A Sasikumar, D Balasubramanian…",2023,28,group B.csv
Unclassified,Energy system and resource utilization in space: A state-of-the-art review,"W Wu, J Shen, H Kong, Y Yang, E Ren, Z Liu…",2024,28,group C.csv
Unclassified,The 3D printing challenge in buildings,"S Pessoa, AS Guimarães",2020,26,group A.csv
Unclassified,Global perspective and African outlook on additive manufacturing research− an overview,"DEP Klenam, OS Bamisaye, IE Williams…",2022,26,group A.csv
Unclassified,Experimental and numerical assessments of new concrete dry connections concerning potentials of robotic CNC manufacturing technique,"A Baghdadi, L Ledderose, S Ameri, H Kloft",2023,26,group C.csv
Unclassified,Strategies towards large-scale 3D printing without size constraints,"Z Zuo, W De Corte, Y Huang, X Chen…",2024,25,group A.csv
Unclassified,Environmentally responsive materials for building envelopes: a review on manufacturing and biomimicry-based approaches,"MDLÁ Ortega Del Rosario, K Beermann…",2023,25,group A.csv
Unclassified,Additive manufacturing (3D Printing)-applied construction: Smart node system for an irregular building façade,"S Na, S Kim, S Moon",2022,25,group B.csv
Unclassified,Physically distributed multi-robot coordination and collaboration in construction: a case study in long span coreless filament winding for fiber composites,"L Vasey, B Felbrich, M Prado, B Tahanzadeh…",2020,25,group C.csv
Unclassified,Ten questions concerning the integration of digital fabrication techniques into the architectural design process,"A Gamal, B Nashaat, MM Shahda…",2024,24,group A.csv
Unclassified,Advancements in optimizing mechanical performance of 3d printed polymer matrix composites via microstructural refinement and processing enhancements: A …,"TR Arunprasand, P Nallasamy",2025,22,group A.csv
Unclassified,"Enablers, barriers, and critical success factors for effective adoption of color-jet 3D printing technology","A Haleem, M Javaid",2022,21,group B.csv
Unclassified,Building information modeling (BIM) and robotic manufacturing technological interoperability in construction–a cyclic systematic literature review,"W Anane, I Iordanova…",2023,21,group C.csv
Unclassified,RETRACTED: A newly-designed wearable robotic hand exoskeleton controlled by EMG signals and ROS embedded systems,"IB Abdallah, Y Bouteraa",2023,20,group A.csv
Unclassified,"Circular, zero waste formwork-Sustainable and reusable systems for complex concrete elements","A Liebringshausen, P Eversmann, A Göbert",2023,20,group B.csv
Unclassified,Large-scale hollow-core 3D printing (HC3DP): A polymer 3D printing technology for large-scale ultralightweight components,"M Leschok, L Reiter, B Dillenburger",2023,20,group C.csv
Unclassified,"Additive manufacturing of architectural structures: An interplay between materials, systems, and design","S Nazarian, JP Duarte, SG Bilén, A Memari…",2020,17,group A.csv
Unclassified,Additive manufacturing in skin systems: trends and future perspectives,"R Naboni, N Jakica",2022,16,group B.csv
Unclassified,Experimental study on the possibilities of FDM direct colour printing and its implications on mechanical properties and surface quality of the resulting parts,"I Tamașag, C Suciu, I Beșliu-Băncescu…",2022,16,group B.csv
Unclassified,"Exploring the potential for carrying capacity and reusability of 3D printed concrete bridges: Construction, dismantlement, and reconstruction of a box arch …","M Yang, C Li, H Liu, L Huo, X Yao, B Wang…",2024,16,group C.csv
Unclassified,A guide for construction practitioners to integrate robotic systems in their construction applications,"SA Prieto, X Xu, B García de Soto",2024,16,group C.csv
Unclassified,A path towards SDGs: investigation of the challenges in adopting 3D concrete Printing in India,"BT Shivendra, Shahaji, S Sharath Chandra, AK Singh…",2024,15,group A.csv
Unclassified,"Smart Infrastructure and Additive Manufacturing: Synergies, Advantages, and Limitations","A Kantaros, P Zacharia, C Drosos, M Papoutsidakis…",2025,15,group C.csv
Unclassified,Construction sector: IR 4.0 applications,"WS Alaloul, S Saad, AH Qureshi",2022,14,group A.csv
Unclassified,Cost assessment framework for construction robots: comparative study of robotic and traditional construction,"B Sun, C Mao, T Wang, Z Li",2024,14,group B.csv
Unclassified,Measurement of information loss and transfer impacts of technology systems in offsite construction processes,"Z Lei, M Sadiq Altaf, Z Cheng, H Liu…",2023,13,group C.csv
Unclassified,Roles of robotics in architectural and engineering construction industries: review and future trends,"A Al Masri, BBF da Costa, D Vasco, D Boer…",2024,12,group A.csv
Unclassified,Continuous cost improvement in construction: Theory and practice,"TS Omotayo, U Kulatunga, B Awuzie",2022,12,group A.csv
Unclassified,Flow and deformation behaviors of cementitious materials through nozzles with different geometric parameters: Experimental and numerical approaches,"T Pan, R Guo, Y Jiang, X Ji, R Qi",2022,12,group B.csv
Unclassified,Cost-effective concrete fabrication for large irregularly shaped architectural structures,"SY Wang, ST Liong, YS Gan, YT Sheng",2023,12,group C.csv
Unclassified,"Exploring 3D printing potentials for sustainable, resilient, and affordable housing","B Everett, J Soto, P Bakhshi…",2022,11,group B.csv
Unclassified,The potential for additive manufacturing to transform the construction industry,"SH Ghaffar, J Corker, P Mullett",2020,11,group B.csv
Unclassified,"Circular Industrialized Construction: A Perspective Through Design for Manufacturing, Assembly, and Disassembly",H Hernández,2025,10,group A.csv
Unclassified,AI-Driven Generative Design for Next-Generation 3D Concrete Printing in Architecture: State of the Art,"M Mirwais, M Adeel, AW Rahmani…",2025,9,group A.csv
Unclassified,"Nanotechnology-Based Additive Manufacturing: Product Design, Properties, and Applications","K Deshmukh, SKK Pasha, KK Sadasivuni",2022,9,group B.csv
Unclassified,Una revisión de plataformas robóticas para el sector de la construcción,YA Becerra Mora,2020,9,group B.csv
Unclassified,Mechanical properties of 3D printed concrete: a RILEM TC 304-ADC interlaboratory study—approach and main results,"F Bos, C Menna, A Robens-Radermacher…",2025,8,group B.csv
Unclassified,Performance Analysis of 3D Concrete Printing Processes through Discrete-Event Simulation,"E Forcael, P Martínez-Chabur, I Ramírez-Cifuentes…",2023,8,group C.csv
Unclassified,Optimizing the three-dimensional multi-objective of feeder bus routes considering the timetable,"X Gao, S Liu, S Jiang, D Yu, Y Peng, X Ma, W Lin",2024,8,group C.csv
Unclassified,Predictive modeling of the mechanical behavior of 3D-printed polylactic acid/wood composite: Comparison of GEP and ANN methods,"A Bhowmik, R Kumar, R MK, Y Karun Kumar, P Samal…",2025,7,group A.csv
Unclassified,Advances in sustainable additive manufacturing: a systematic review for construction industry to mitigate greenhouse gas emissions,"OJ Oladunni, CKM Lee, ID Ibrahim…",2025,7,group A.csv
Unclassified,Large scale 3D concrete printing: process and materials properties,DYW Tay,2020,7,group B.csv
Unclassified,Determining the strength of 3D printed concrete with the modified slant shear test,"L Licciardello, AG Soto, W Kaufmann…",2025,7,group B.csv
Unclassified,"Challenges, new approaches, and potential future paths for three-dimensional printing (3DP) in building project: A reviews",M Abdul-kareem,2025,6,group A.csv
Unclassified,"A Comprehensive Review of Sustainable and Green Additive Manufacturing: Technologies, Practices, and Future Directions","SD Dipta, MM Rahman, MJ Ansari…",2025,6,group A.csv
Unclassified,"Optimizing metal AM potential through DfAM: design, performance, and industrial impact","JM Costa, EW Sequeiros, D Figueiredo, AR Reis…",2024,6,group A.csv
Unclassified,"EASEC16: Proceedings of The 16th East Asian-Pacific Conference on Structural Engineering and Construction, 2019","CM Wang, V Dao, S Kitipornchai",2020,6,group A.csv
Unclassified,"Effect of copper mine tailings and copper slag on the hydration, microstructure, and mechanical property in Portland cement","H Zeng, S Ramanathan, HJ Kim",2025,6,group B.csv
Unclassified,From factory to site—designing for industrial robots used in on-site construction,"D Luo, L Yu",2021,6,group C.csv
Unclassified,"Industry 4.0 Technologies for Sustainable Transportation Projects: Applications, Trends, and Future Research Directions in Construction","B Abbasnejad, S Soltani, A Ahankoob, S Kaewunruen…",2025,6,group C.csv
Unclassified,A systematic review of digital auxiliary technologies enabling human–robot collaboration in construction,"Z Wu, Q Liao, K Chen, MF Antwi-Afari…",2025,5,group C.csv
Unclassified,Multi-material additive manufacturing: a computational design perspective,"X Yu, J Griffis, G Manogharan…",2025,5,group C.csv
Unclassified,The status quo of 3D concrete printing: are we there yet?,R Wolfs,2023,4,group A.csv
Unclassified,Material Extrusion,A Haghighi,2023,4,group A.csv
Unclassified,A robotic construction simulation platform for light-weight prefabricated structures,A Zhu,2023,4,group A.csv
Unclassified,Three-dimensional (3D) printing for building and construction,"M Li, X Zhang, YWD Tay, GHA Ting, B Lu, MJ Tan",2022,4,group B.csv
Unclassified,3D printing in art: use of thermoplastics and ceramics—the current state and limitations resulting from the possibilities of technology,"RE Przekop, R Konieczna, J Głowacka…",2025,4,group B.csv
Unclassified,Space-filling and print path generation methods for large-area 3D concrete printing pavements,"S Huang, W Xu, H Hu",2023,4,group C.csv
Unclassified,Large-scale 3D printed model test on seepage distribution in water diversion tunnel and surrounding fractured rock,"Y Shao, G Ma, W Zhang",2025,4,group C.csv
Unclassified,Exploring a design for robotic construction approach: two case studies matching robot and construction design features,"H Huang, C Brosque, A Tono, A Agrawal…",2023,4,group C.csv
Unclassified,Shape Design of 3D-Concrete-Printed Masonry Structures,S Bhooshan,2023,4,group C.csv
Unclassified,"A systematic review of robotic additive manufacturing applications in architecture, engineering, and construction","A Lopes de Aquino Brasil, A Carmo Pena Martinez",2025,3,group A.csv
Unclassified,Research progress and trend analysis of solid waste resource utilization in geopolymer concrete,"J Wang, L Zhu, D Wan, Y Xue",2025,3,group A.csv
Unclassified,"Standardization Aspects of Concrete 3D Printing: State of the art, requirements and first steps towards standardization",K Vasilic,2024,3,group A.csv
Unclassified,Autonomous ecologies of construction: Collaborative modular robotic material eco-systems with deep multi-agent reinforcement learning,"T Hosmer, S Mutis, O Gheorghiu…",2024,3,group A.csv
Unclassified,Creative Destruction and Constructing The Built Environment: From the first industrial revolution to the fourth,G De Valence,2022,3,group A.csv
Unclassified,Implications for cost management analysis of new green building materials in the context of low-carbon economy: a critical review in China,"K Liao, M Zhang, H Zhang",2024,3,group A.csv
Unclassified,Applications of additive manufacturing in construction and building industries,"B Mallikarjuna, MNS Hareeswar…",2023,3,group B.csv
Unclassified,Investigating the potential of 3D concrete printing for unreinforced structures,A Hasani,2024,3,group C.csv
Unclassified,Advances in Human-Robot Collaboration (HRC) in Construction 5.0 for Building Construction: A Bibliometric and Systematic Literature Review,G Garcés,2025,3,group C.csv
Unclassified,Design of variable stiffness trajectories with cubic ferguson curve,"D Zhang, K Wang, X Wang",2023,3,group C.csv
Unclassified,Concurrence of artificial intelligence and additive manufacturing: a bibliometric analysis,"G Nain, U Samal",2025,2,group A.csv
Unclassified,A Proof-of-Concept Methodology for Identifying Topical Scientific Issues in New Publications Whose Citations Have Not Yet Been Established,B Chigarev,2024,2,group A.csv
Unclassified,MetaIndux-PLC: A Control Logic-Guided LLM for PLC code generation in industrial control systems,"L Ren, H Wang, J Dong, H Wang, S Liu, Y Laili…",2025,2,group A.csv
Unclassified,How 3D Printers for Houses Can Reduce CO 2 Emissions.,A Palazzo,2025,2,group B.csv
Unclassified,Digital Transformation for Sustainable and Resilient Infrastructure: Current Progress and Future Potential,"MGM Patil, R Nayaka…",2024,2,group C.csv
Unclassified,Optimizing and predicting additive manufacturing parameters using a variational autoencoder combined with data stratification,"TD Nguyen, TT Nguyen, CN Bui, HM Duong…",2026,1,group A.csv
Unclassified,From 3D to 5D Printing: Additive Manufacturing of Functional Construction Materials,SS Lucas,2024,1,group B.csv
Unclassified,Custom-made printheads empowering 3d printed Concrete: innovations in digital design and fabrication of complex prefabricated elements,"V Ruitinga, EC Avramiea",2023,1,group B.csv
Unclassified,Market and application review of large scale additive manufacturing,A Eldho,2024,1,group B.csv
Unclassified,Automated Multi-Material Fabrication of Buildings,FG da Silva Craveiro,2020,1,group B.csv
Unclassified,A review of Industry 4.0 potential to accelerate the transition to a Circular Economy,I Irache Cabello,2020,1,group B.csv
Unclassified,Design and Development of a Lean Robotic Cell for Concrete 3D Printing,"F Ramirez-Rodriguez, P Pancho, D Sanchez…",2025,1,group C.csv
Unclassified,Human–robot collaboration in digital fabrication with concrete: quantifying productivity and psychophysiological strain of human workers,"B Sawicki, P Düking, G Placzek, L Masur, R Dörrie…",2026,1,group C.csv
Unclassified,Latest development of 3D printing adopting recycled aggregate,"J Xiao, Z Duan",2023,1,group C.csv
Unclassified,Characterization of steel components printed using WAAM technology,Z Al-Nabulsi,2021,1,group C.csv
Unclassified,Automation and Industry 4.0 in Production Engineering: A Comprehensive Review,P Koul,2025,1,group C.csv
Unclassified,"Artificial Intelligence in 3D Concrete Printing: A Review of Applications, Integration and Future Prospects","M El Mesoudy, R Foulki, D Amegouz…",2025,0,group A.csv
Unclassified,"3D Printing Geopolymers: Process, Porosity, and Performance",AR Lori,2025,0,group A.csv
Unclassified,Deep Filament Extraction for 3D Concrete Printing,"K Mawas, M Maboudi, P Achanccaray…",2025,0,group A.csv
Unclassified,Selecting Industry 4.0 Technologies for Construction Activities Using Clustering Analysis and Text Mining,B Sadeghi,2024,0,group A.csv
Unclassified,Technological Advancements and Challenges of Robotic Arm-Based 3D Printing for Hydraulic Tunnel Lining,"Z Ke, Z Li, Z Chen, Y Xu, P Lin, C Li",2025,0,group A.csv
Unclassified,Explainable bidirectional autoencoder framework for intelligent 3D printing parameter design under multi-objective constraints,"BN Mach, DTK Chi, HC Nguyen, TTN Quynh…",2026,0,group A.csv
Unclassified,Comparison of Porosity and Thermal Conductivity of Concrete and Alkali-Activated Hybrid Binders in 3D-Printed Fiber-Reinforced Foamed Composites,"M Rudziewicz, M Maroszek, M Hebda",2025,0,group A.csv
Unclassified,Large Format Additive Manufacturing with Cement and Clay Applications,"J Teixeira, M Jesus, E Ribeiro, B Rangel…",2026,0,group A.csv
Unclassified,"Bridging 3D-printed and Cast Concrete: A Review of Mechanical Bond Behavior, Composite Action, and Sustainable Protective Structures",G Mengesha,2025,0,group A.csv
Unclassified,Contractors of the Future: Integrating Internet of Things and 3D Printing in the Liberian Construction Industry,"EM Karim, C Aigbavboa, K Otasowie",2025,0,group A.csv
Unclassified,3D printing revolution: An in-depth analysis of additive manufacturing,"S Dixit, S Prakash, M Nizamuddin…",2025,0,group A.csv
Unclassified,of Things and 3D Printing in the Liberian Construction Industry,"EMKC Aigbavboa, K Otasowie",2025,0,group A.csv
Unclassified,The Impact of Industrial 3D Design on China's Manufacturing Efficiency,Z Wu,2025,0,group A.csv
Unclassified,Implementation of Numerical Modeling and Simulation Approach for Performance Evaluation of 3D Printing Process in Biomedical and Construction …,R Imran,2023,0,group A.csv
Unclassified,Assessment of Fresh and Hardened State Properties in Medium-scale 3D Printing of Earth-Cement Mixtures With and Without Jute Fibers,MVB Pérez,2025,0,group A.csv
Unclassified,Advances in sustainable technologies for industry and environment for a greener future,JS Chatha,2025,0,group A.csv
Unclassified,Layup table for composite fabrication with AI quality control modules,"MJ deFreese, J Crowe, J Loucks",2025,0,group A.csv
Unclassified,"Additively Manufactured Smart Materials and Structures: Design, Processing, and Applications","R Velu, K Deshmukh, IF Ituarte, AK Subramaniyan",2025,0,group A.csv
Unclassified,"Additive Manufacturing with Clay and Ceramics: Materials, Modeling, and Applications","RG Duque-Castro, DI Berrocal, MPM Nicole…",2025,0,group A.csv
Unclassified,Environmental Impacts of Standardization Efforts in Additive Manufacturing,O Dos Anjos,2024,0,group A.csv
Unclassified,Dynamic Analysis of Tapered Marine Outfall Pipe Resting on Sea Bottom Due to Wave Motion,"ME YİĞİT, B SOLMAZ, Ü GÖKKUŞ",2024,0,group A.csv
Unclassified,A Literature Review on Affecting Factors and Future Outlook of Construction Productivity,"T HAN, S ISHIDA",2024,0,group A.csv
Unclassified,Circular Economy,"A Yousaf, A Al Rashid, M Koç",2024,0,group A.csv
Unclassified,"Advanced Manufacturing Technologies in Biomedical Science: Practical Applications, Case Studies, and Future Trends","J Singh, H Vasudev, C Prakash, M Singh",2025,0,group A.csv
Unclassified,Systems and methods for composite fabrication with AI quality control modules,"MJ deFreese, J Crowe, J Loucks",2025,0,group A.csv
Unclassified,Ply templating for composite fabrication with AI quality control modules,"MJ deFreese, J Crowe, J Loucks",2026,0,group A.csv
Unclassified,Predicting mechanical properties of biodegradable PLA/Wood composites fabricated by 3D printing: a supervised learning approach,"N Bharat, D Veeman, V Kumar",2025,0,group A.csv
Unclassified,HAADF-STEM and APT characterization on solute clustering and precipitation of Al-Cu-Mg based composites produced by additive manufacturing,J Li,2025,0,group A.csv
Unclassified,Digital Innovation: a Database for Supporting Additive Manufacturing in the Portuguese Navy,RPOA Horta,2025,0,group A.csv
Unclassified,Additive Manufacturing and Product Competencies,"A Al Fawal, AH Mawlawi, A Ashaal",2025,0,group A.csv
Unclassified,Co-Authorship Form,AN House,2024,0,group A.csv
Unclassified,and Product,A Ashaal,2024,0,group A.csv
Unclassified,A slurry spread quantification system and a method for quantifying a slurry spread,"J Cantonnet, AR Da Costa, S Coquelin…",2023,0,group A.csv
Unclassified,3D laserový profilometr jako senzor dat pro digitální dvojčata,G Michal,2020,0,group A.csv
Unclassified,Integrated modeling of methane treatment systems: linking process performance to microbial function in methane biofiltration and anaerobic digestion,C Gonzalez Arango,2025,0,group A.csv
Unclassified,Understanding Distant Galaxies with Flexible Nebular Emission Emulation and Spectral Energy Distribution Modeling,Y Li,2025,0,group A.csv
Unclassified,Comparative Environmental Impact Assessment of 3D Concrete Printing and Precast Techniques in Bridge Construction: A Case Study Analysis,"S Ataei, A Jafari",2026,0,group B.csv
Unclassified,3D Concrete Printing: a new Era in Construction Industry,L Casagrande,2020,0,group B.csv
Unclassified,Prototypical implementation of an additively manufactured modular ceiling and load-bearing capacity investigations of 3D-printed slab modules,FH Jan,2025,0,group B.csv
Unclassified,CONSTRUCTION TECHNOLOGY BY ROBOTICS and 3D PRINTING,"KM Al-Qudaih, Ö Sevim",2022,0,group B.csv
Unclassified,"A critical review of 3D printed fiber-based geopolymer concrete (3DP-FGC): fresh properties, mechanical performance, and current limitations","MM Hasan, J Xu, MN Uddin",2026,0,group B.csv
Unclassified,Designing printing parameters for geopolymer concrete prepared from construction and demolition waste and industrial side streams,Q Munir,2023,0,group B.csv
Unclassified,and Wing Fung Edmond Yau²,"SY Mak¹, KL Tam, CHB Yung",2021,0,group B.csv
Unclassified,Additive manufacturing of functional polymers and nanocomposites: opportunities and challenges,"Y Agrawal, M Kushwaha, S Agarwal, S Khan",2025,0,group B.csv
Unclassified,Additive manufacturing in the wind power industry,"LF Paiva, AA Fiocchi, AZ Guarato…",2025,0,group B.csv
Unclassified,Biomimicry and additive manufacturing: from materials to functional structures,YL Tee,2024,0,group B.csv
Unclassified,Evaluation of a Novel Method for Fused Deposition Modeling Wall Construction,BJ Dick,2025,0,group B.csv
Unclassified,From plastic waste to,F Setaki,2023,0,group B.csv
Unclassified,Marketing and potential application review of Large-Scale Additive Manufacturing,A Eldho,2025,0,group B.csv
Unclassified,INTERIOR ARCHITECTURE,DAL Murat,2025,0,group B.csv
Unclassified,Additive manufacturing and supply chain: a review of the state of the art,E Miao,2024,0,group B.csv
Unclassified,Sustainability Assessment of Using Green Concrete Materials for Residential Buildings in Egypt,HAM Madi,2024,0,group B.csv
Unclassified,Stimuli-Responsive Hydrogels for Improved Durability of Cementitious Materials,AN Aday,2021,0,group B.csv
Unclassified,"1Department of Physics, Noorul Islam Center for Higher Education, Kanyakumari, Tamil Nadu, India, 2Department of Physics, Faculty of Science and …","S Shams, B Bindhu",2025,0,group B.csv
Unclassified,Advanced Sliding Mode Control Strategy for High-Performance 3D Concrete Printing,"NT Trung Hieu, N Minh Trieu, D Tri Dung…",2025,0,group C.csv
Unclassified,path and process based simulation approach of 3D concrete printing,V Ekanayaka,2025,0,group C.csv
Unclassified,Modelling of meta-concrete structures manufactured by 3D printing,VV Nguyen,2024,0,group C.csv
Unclassified,Toward Low-Carbon 3D Concrete Printing through Circular Construction and Waste Valorization,"X Mu, X Zhang, G He, KM Liew",2026,0,group C.csv
Unclassified,Automated Fabrication of Single-Curved Carbon Textile-Reinforced Concrete Shells Using Extrusion-Based Printing,"T Neef, S Engel, S Müller, M Claßen…",2025,0,group C.csv
Unclassified,SUSTAINABLE BUILDING TECHNOLOGY EVALUATION WITH THE FUZZY AHP METHOD IN 3D CONCRETE PRINTED BUILDING PRODUCTION,"Bİ Gökgöz, Ç Takva, SM Top, Ş Gebel…",2025,0,group C.csv
Unclassified,Modelling the influence of nozzle geometry in 3D concrete printing,"M Huseyn-zada, H Huseynli",2024,0,group C.csv
Unclassified,3D printed materials for open hardware robot,R Balachandran,2024,0,group C.csv
Unclassified,Print Technique and Material Modification In 3D Printing of Concrete,A Tripathi,2024,0,group C.csv
Unclassified,Investigating the performance of Larox filter cake integration in 3D concrete printing,KS Chinogureyi,2023,0,group C.csv
Unclassified,3D-printed,"J Burger, E Lloret-Fritschi, F Gramazio…",2023,0,group C.csv
Unclassified,Additive Manufacturing a Review of its Potential to Solve the Housing Challenge in Middle America,JLA Pineda Figueroa,2020,0,group C.csv
Unclassified,From Factory to Site-Designing,"D Luo, L Yu",2021,0,group C.csv
Unclassified,The suitability of implementing 3D printing construction towards Malaysian construction industry,"H Nasir, FM Yop Zain",2023,0,group C.csv
Unclassified,A Review of Additive Manufacturing Effects on Architecture and Construction Industries.,"S Masoumi, A Masoumi",2024,0,group C.csv
Unclassified,DOE-FIU Science &Technology Workforce Development Initiative,"R Gudavalli, DOE Fellows, UCAN DE-EM0005213",2024,0,group C.csv
Unclassified,Control Modality and Accuracy on the Trust and Acceptance of Construction Robots,"D Lee, D Lee, JH Jung, T Park",2025,0,group C.csv
Unclassified,Research on 3D Printing Efficiency of Sand Table Elements Based on FDM,"Q Deng, R Shi, F Chen, J Chao, S Liu",2020,0,group C.csv
Unclassified,Industry 4.0 Technologies for Sustainable Transportation Projects,"B Abbasnejad, S Soltani, A Ahankoob, S Kaewunruen…",2025,0,group C.csv
Unclassified,Integration of digital technologies in manufacturing: a survey of industry 4.0 applications and challenges,"M Choubey, S Mishra, S Bansal",2026,0,group C.csv
Unclassified,Physics-Based Predictive Modeling of Gravity-Induced Sagging in Support-Free Pellet Additive Manufacturing,A Pricci,2025,0,group C.csv
Unclassified,"From Invention to Innovation: Socio-technical Processes in the Adoption of Digital Fabrication to Architecture, Engineering and Construction Praxis",K Graser,2023,0,group C.csv
Unclassified,Colaboração de robôs heterogêneos em ambiente de construção civil: uma proposta modular e integradora,MHN França,2024,0,group C.csv
Unclassified,Ekonomické a environmentální aspekty 3D tiskáren pro domy,A Palazzo,2025,0,group C.csv
Unclassified,Appended Publications,"MT Mollah, A Moetazedian, A Gleadall…",2023,0,group C.csv
Unclassified,Research Article Analysis and Evaluation of CDPR Cable Sagging Based on ANFIS,"TP Tho, NT Thinh",2021,0,group C.csv
